Period,From date,To date,Geographic area,Age group,Male Cases,Male Rate,Female Cases,Female Rate,Total Cases,Total Rate,Male Hospitalizations,Male Hospitalizations Rate,Female Hospitalizations,Female Hospitalizations Rate,Total Hospitalizations Count,Total Hospitalizations Rate,Unknown Sex Hospitalizations,Unknown Sex Cases,Unknown Age and Sex Hospitalizations,Unknown Age and Sex Cases
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Renfrew County and District Health Unit,5 to 11,137,3272,125,3039.1,264,3180.7,1,23.9,1,24.3,2,24.1,0,2,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Renfrew County and District Health Unit,60 to 79,831,6161.5,939,6609.9,1771,6395.1,114,845.3,79,556.1,193,696.9,0,1,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Renfrew County and District Health Unit,80+,536,21127.3,878,23749,1414,22682.1,84,3311,104,2813.1,188,3015.7,0,0,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Renfrew County and District Health Unit,All ages,2981,5411.9,5118,9435.7,8112,7420.2,239,433.9,236,435.1,475,434.5,0,13,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Eastern Ontario Health Unit,0 to 4,290,5178.6,296,5818.8,587,5492.7,19,339.3,20,393.2,39,364.9,0,1,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Eastern Ontario Health Unit,12 to 19,620,6382.5,714,7664.2,1336,7020.5,5,51.5,7,75.1,12,63.1,0,2,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Eastern Ontario Health Unit,20 to 39,2095,8513.1,3444,14675.9,5547,11538,47,191,62,264.2,109,226.7,0,8,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Eastern Ontario Health Unit,40 to 59,2123,7477.5,3143,10871.7,5269,9195.1,117,412.1,105,363.2,222,387.4,0,3,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Eastern Ontario Health Unit,5 to 11,507,5958.4,460,5516.2,973,5775.2,2,23.5,4,48,6,35.6,0,6,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Eastern Ontario Health Unit,60 to 79,1962,7341.4,2116,7536.7,4083,7450.6,392,1466.8,325,1157.6,719,1312,2,5,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Eastern Ontario Health Unit,80+,1034,21906.8,1857,28486,2897,25776.3,273,5783.9,268,4111.1,541,4813.6,0,6,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Eastern Ontario Health Unit,All ages,8632,7972.7,12033,10967.6,20696,9494.3,855,789.7,791,721,1648,756,2,31,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Simcoe Muskoka District Health Unit ,0 to 4,878,5683.2,759,5135,1641,5428.4,35,226.6,23,155.6,58,191.9,0,4,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Simcoe Muskoka District Health Unit ,12 to 19,1873,6898.7,2151,8209.3,4031,7555.5,4,14.7,10,38.2,14,26.2,0,7,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Simcoe Muskoka District Health Unit ,20 to 39,8385,10419,11487,15638.4,19930,12947.3,65,80.8,81,110.3,146,94.8,0,58,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Simcoe Muskoka District Health Unit ,40 to 59,6952,8525.6,9380,11441.1,16357,10002.6,197,241.6,153,186.6,350,214,0,25,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Simcoe Muskoka District Health Unit ,5 to 11,1474,6438.6,1326,6052.6,2808,6267.7,3,13.1,5,22.8,8,17.9,0,8,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Simcoe Muskoka District Health Unit ,60 to 79,4411,6512.8,4499,6128.8,8924,6323,549,810.6,452,615.7,1001,709.2,0,14,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Simcoe Muskoka District Health Unit ,80+,1997,15754.2,3160,18788.3,5159,17491.1,398,3139.8,375,2229.6,773,2620.8,0,2,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Simcoe Muskoka District Health Unit ,All ages,25973,8435.1,32763,10618.1,58855,9547,1251,406.3,1099,356.2,2350,381.2,0,119,0,1
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Public Health Sudbury & Districts,0 to 4,263,5858.8,266,6322.8,530,6094.8,6,133.7,7,166.4,13,149.5,0,1,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Public Health Sudbury & Districts,12 to 19,591,6742,702,8349.2,1296,7546.3,6,68.4,9,107,16,93.2,1,3,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Public Health Sudbury & Districts,20 to 39,2573,9605,4623,18557.3,7207,13940,50,186.7,49,196.7,99,191.5,0,11,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Public Health Sudbury & Districts,40 to 59,2159,7948.3,3718,13746.4,5882,10850.4,84,309.2,45,166.4,129,238,0,5,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Public Health Sudbury & Districts,5 to 11,550,7381.6,507,7135.8,1057,7261.6,3,40.3,1,14.1,4,27.5,0,0,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Public Health Sudbury & Districts,60 to 79,1964,8408.3,2075,8288.7,4042,8352.6,174,744.9,170,679.1,345,712.9,1,3,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Public Health Sudbury & Districts,80+,976,22937.7,1490,22930.1,2467,22942.4,117,2749.7,119,1831.3,236,2194.7,0,1,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Public Health Sudbury & Districts,All ages,9076,8874.5,13383,12966.6,22484,10942.1,440,430.2,400,387.6,842,409.8,2,25,0,1
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Thunder Bay District Health Unit,0 to 4,382,10039.4,370,10315,826,11174.2,25,657,18,501.8,43,581.7,0,74,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Thunder Bay District Health Unit,12 to 19,556,8386.1,591,9263.3,1284,9869.3,11,165.9,10,156.7,21,161.4,0,137,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Thunder Bay District Health Unit,20 to 39,2728,12929.5,3543,18330.9,6421,15882.9,56,265.4,81,419.1,137,338.9,0,150,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Thunder Bay District Health Unit,40 to 59,2001,10449.1,2837,14559.2,4912,12713.5,120,626.6,107,549.1,228,590.1,1,74,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Thunder Bay District Health Unit,5 to 11,415,7085.5,410,7532.6,978,8654.9,6,102.4,7,128.6,13,115,0,153,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Thunder Bay District Health Unit,60 to 79,1534,8309,1583,8357.1,3152,8426.9,246,1332.5,192,1013.6,440,1176.3,2,35,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Thunder Bay District Health Unit,80+,650,20820,1149,24286.6,1810,23048.5,151,4836.6,185,3910.4,336,4278.6,0,11,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Thunder Bay District Health Unit,All ages,8267,10581.8,10487,13462.6,19392,12429,615,787.2,600,770.2,1218,780.7,3,638,0,4
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Timiskaming Health Unit,0 to 4,44,4856.5,52,5869.1,96,5357.1,0,0,2,225.7,2,111.6,0,0,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Timiskaming Health Unit,12 to 19,46,3283.4,88,6470.6,134,4853.3,1,71.4,3,220.6,4,144.9,0,0,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Timiskaming Health Unit,20 to 39,267,6811.2,574,16114.5,841,11240.3,1,25.5,9,252.7,10,133.7,0,0,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Timiskaming Health Unit,40 to 59,253,5947.3,496,11645.9,750,8810.1,11,258.6,11,258.3,22,258.4,0,1,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Timiskaming Health Unit,5 to 11,97,7382,52,4100.9,149,5770.7,0,0,1,78.9,1,38.7,0,0,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Timiskaming Health Unit,60 to 79,285,6297,327,7191.6,613,6756.3,36,795.4,21,461.8,57,628.2,0,1,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Timiskaming Health Unit,80+,152,19191.9,271,22869.2,423,21396.1,15,1893.9,18,1519,33,1669.2,0,0,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Timiskaming Health Unit,All ages,1144,6685,1860,10898.2,3006,8794.6,64,374,65,380.9,129,377.4,0,2,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Region of Waterloo Public Health and Emergency Services,0 to 4,750,4671.4,644,4138,1394,4408.9,42,261.6,44,282.7,86,272,0,0,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Region of Waterloo Public Health and Emergency Services,12 to 19,1979,6812.4,2234,8021,4226,7426.8,23,79.2,17,61,40,70.3,0,13,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Region of Waterloo Public Health and Emergency Services,20 to 39,9359,9221.5,12429,13771,21873,11407.3,149,146.8,193,213.8,343,178.9,1,85,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Region of Waterloo Public Health and Emergency Services,40 to 59,6129,7922.5,8763,11293.4,14920,9628.5,357,461.5,244,314.5,601,387.9,0,28,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Region of Waterloo Public Health and Emergency Services,5 to 11,1370,5610.4,1166,4962.1,2537,5294.6,9,36.9,10,42.6,19,39.7,0,1,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Region of Waterloo Public Health and Emergency Services,60 to 79,3639,7191.3,3816,6898.8,7465,7048,771,1523.6,599,1082.9,1372,1295.4,2,10,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Region of Waterloo Public Health and Emergency Services,80+,1911,20666.2,3038,23032.6,4965,22128.6,581,6283.1,591,4480.7,1174,5232.4,2,16,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Region of Waterloo Public Health and Emergency Services,All ages,25137,8155.4,32096,10583.4,57386,9384.6,1932,626.8,1698,559.9,3635,594.4,5,153,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Wellington-Dufferin-Guelph Public Health,0 to 4,459,5255.3,427,5117.4,907,5310.9,34,389.3,28,335.6,63,368.9,1,21,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Wellington-Dufferin-Guelph Public Health,12 to 19,985,6537.9,1206,8292.6,2246,7585.5,7,46.5,6,41.3,13,43.9,0,55,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Wellington-Dufferin-Guelph Public Health,20 to 39,3833,8675.7,5633,13283.2,9615,11104.3,36,81.5,44,103.8,83,95.9,3,149,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Wellington-Dufferin-Guelph Public Health,40 to 59,3046,7340.3,4340,10437.7,7476,8998.9,105,253,82,197.2,190,228.7,3,90,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Wellington-Dufferin-Guelph Public Health,5 to 11,615,4677.9,625,5048.5,1264,4951.6,7,53.2,3,24.2,10,39.2,0,24,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Wellington-Dufferin-Guelph Public Health,60 to 79,1889,6406.9,1899,5900.1,3841,6228.3,242,820.8,168,522,417,676.2,7,53,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Wellington-Dufferin-Guelph Public Health,80+,1004,19058.5,1560,19849.9,2578,19638.9,185,3511.8,136,1730.5,324,2468.2,3,14,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Wellington-Dufferin-Guelph Public Health,All ages,11831,7517.6,15690,9849.4,27927,8818.8,616,391.4,467,293.2,1100,347.4,17,406,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Windsor-Essex County Health Unit ,0 to 4,604,5747.5,521,5188.2,1128,5488.8,41,390.1,34,338.6,75,364.9,0,3,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Windsor-Essex County Health Unit ,12 to 19,1745,8329,2024,10193.9,3777,9256,22,105,20,100.7,42,102.9,0,8,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Windsor-Essex County Health Unit ,20 to 39,8594,14466.6,10370,20120.7,19068,17186.9,126,212.1,143,277.5,269,242.5,0,104,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Windsor-Essex County Health Unit ,40 to 59,6399,11855.9,8983,16021.6,15432,14023.9,277,513.2,230,410.2,508,461.6,1,50,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Windsor-Essex County Health Unit ,5 to 11,1273,7780.7,1109,7101.2,2398,7498.9,13,79.5,10,64,23,71.9,0,16,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Windsor-Essex County Health Unit ,60 to 79,4224,9578.2,4116,8677.1,8354,9126.6,605,1371.9,492,1037.2,1098,1199.5,1,14,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Windsor-Essex County Health Unit ,80+,1715,21360.1,2752,22263.6,4473,21937.2,386,4807.6,421,3405.9,807,3957.8,0,6,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Windsor-Essex County Health Unit ,All ages,24557,11511.3,29879,14033.2,54640,12818.9,1470,689.1,1350,634,2823,662.3,3,204,1,3
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",York Region Public Health,0 to 4,2189,7578.3,1875,6884.5,4081,7271.9,77,266.6,71,260.7,148,263.7,0,17,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",York Region Public Health,12 to 19,5487,8915.9,5372,9228.8,10930,9127.3,15,24.4,21,36.1,37,30.9,1,71,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",York Region Public Health,20 to 39,18626,11868.7,22052,14540.5,40918,13259.5,145,92.4,153,100.9,299,96.9,1,240,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",York Region Public Health,40 to 59,17687,10667,21999,12239.7,39878,11540.6,561,338.3,372,207,934,270.3,1,192,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",York Region Public Health,5 to 11,3865,8241.5,3375,7458.4,7278,7898.2,15,32,16,35.4,31,33.6,0,38,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",York Region Public Health,60 to 79,10204,8980.4,9740,7822,20046,8417.6,1172,1031.5,803,644.9,1982,832.3,7,102,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",York Region Public Health,80+,4042,19141,6209,21789.8,10298,20757.1,1107,5242.2,998,3502.4,2110,4253,5,47,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",York Region Public Health,All ages,62119,10443.5,70636,11483.6,133466,11031,3094,520.2,2434,395.7,5543,458.1,15,711,0,4
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Toronto Public Health,0 to 4,5725,8466.7,5053,7942.1,10825,8248.2,131,193.7,101,158.7,232,176.8,0,47,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Toronto Public Health,12 to 19,11326,10060.4,11429,10539.7,22947,10382.4,55,48.9,52,48,107,48.4,0,192,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Toronto Public Health,20 to 39,65902,13068.2,76115,15104,143586,14241.4,701,139,661,131.2,1371,136,9,1569,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Toronto Public Health,40 to 59,45870,12233.1,57532,14410.1,104176,13455.7,1957,521.9,1385,346.9,3351,432.8,9,774,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Toronto Public Health,5 to 11,9584,10454.7,8571,9818.1,18256,10200.6,33,36,34,38.9,67,37.4,0,101,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Toronto Public Health,60 to 79,26727,11087,26923,9661.4,53960,10382.3,3732,1548.1,2778,996.9,6520,1254.5,10,310,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Toronto Public Health,80+,11582,21657.5,18834,21546.7,30497,21646.3,2898,5419.1,3015,3449.3,5919,4201.2,6,81,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Toronto Public Health,All ages,176770,12227.5,204509,13378.7,384385,12923.6,9507,657.6,8026,525,17567,590.6,34,3106,0,32
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Southwestern Public Health,0 to 4,281,4313.8,270,4381,552,4354.3,15,230.3,15,243.4,30,236.6,0,1,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Southwestern Public Health,12 to 19,506,4587.5,618,5873.4,1124,5215.3,8,72.5,6,57,14,65,0,0,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Southwestern Public Health,20 to 39,1923,6963.4,3608,14044.4,5531,10375.9,29,105,26,101.2,55,103.2,0,0,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Southwestern Public Health,40 to 59,1875,6550.2,3263,11497.5,5142,9020.3,83,290,73,257.2,156,273.7,0,4,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Southwestern Public Health,5 to 11,486,5045.7,396,4291.3,882,4676.6,6,62.3,0,0,6,31.8,0,0,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Southwestern Public Health,60 to 79,1618,6913.3,1750,6920.8,3372,6925.4,259,1106.6,183,723.7,442,907.8,0,4,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Southwestern Public Health,80+,831,18835,1326,20712.3,2159,19964.9,208,4714.4,175,2733.5,383,3541.7,0,2,0,0
cumulative COVID-19 cases,"January 15, 2020","July 1, 2023",Southwestern Public Health,All ages,7520,6760.6,11231,10057.2,18762,8417.1,608,546.6,478,428,1086,487.2,0,11,0,0
Period,From date,To date,Geographic area,Age group,Male Deaths,Male Death Rate,Female Deaths,Female Death Rate,Total Deaths,Total Deaths Rate,Unknown Sex Deaths,Unknown Age and Sex Deaths
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Ontario,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Ontario,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Ontario,60 to 79,2,0.1,0,0,2,0.1,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Ontario,80+,1,0.4,2,0.5,3,0.4,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Ontario,0 to 19,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Ontario,All ages,3,0,2,0,5,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Algoma Public Health,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Algoma Public Health,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Algoma Public Health,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Algoma Public Health,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Algoma Public Health,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Brant County Health Unit,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Brant County Health Unit,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Brant County Health Unit,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Brant County Health Unit,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Brant County Health Unit,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Durham Region Health Department ,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Durham Region Health Department ,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Durham Region Health Department ,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Durham Region Health Department ,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Durham Region Health Department ,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Grey Bruce Health Unit,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Grey Bruce Health Unit,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Grey Bruce Health Unit,60 to 79,1,4.1,0,0,1,2,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Grey Bruce Health Unit,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Grey Bruce Health Unit,All ages,1,1.4,0,0,1,0.7,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Haldimand-Norfolk Health Unit,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Haldimand-Norfolk Health Unit,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Haldimand-Norfolk Health Unit,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Haldimand-Norfolk Health Unit,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Haldimand-Norfolk Health Unit,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Haliburton, Kawartha, Pine Ridge District Health Unit ",20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Haliburton, Kawartha, Pine Ridge District Health Unit ",40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Haliburton, Kawartha, Pine Ridge District Health Unit ",60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Haliburton, Kawartha, Pine Ridge District Health Unit ",80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Haliburton, Kawartha, Pine Ridge District Health Unit ",All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Halton Region Public Health,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Halton Region Public Health,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Halton Region Public Health,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Halton Region Public Health,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Halton Region Public Health,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",City of Hamilton Public Health Services,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",City of Hamilton Public Health Services,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",City of Hamilton Public Health Services,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",City of Hamilton Public Health Services,80+,1,9.1,0,0,1,3.6,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",City of Hamilton Public Health Services,All ages,1,0.4,0,0,1,0.2,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Hastings Prince Edward Public Health,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Hastings Prince Edward Public Health,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Hastings Prince Edward Public Health,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Hastings Prince Edward Public Health,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Hastings Prince Edward Public Health,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Chatham-Kent Public Health,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Chatham-Kent Public Health,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Chatham-Kent Public Health,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Chatham-Kent Public Health,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Chatham-Kent Public Health,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Kingston, Frontenac and Lennox & Addington Public Health",20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Kingston, Frontenac and Lennox & Addington Public Health",40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Kingston, Frontenac and Lennox & Addington Public Health",60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Kingston, Frontenac and Lennox & Addington Public Health",80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Kingston, Frontenac and Lennox & Addington Public Health",All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Lambton Public Health,20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Lambton Public Health,40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Lambton Public Health,60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Lambton Public Health,80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Lambton Public Health,All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Leeds, Grenville & Lanark District Health Unit",20 to 39,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Leeds, Grenville & Lanark District Health Unit",40 to 59,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Leeds, Grenville & Lanark District Health Unit",60 to 79,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Leeds, Grenville & Lanark District Health Unit",80+,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023","Leeds, Grenville & Lanark District Health Unit",All ages,0,0,0,0,0,0,0,0
recent COVID-19 deaths,"June 17, 2023","July 1, 2023",Middlesex-London Health Unit,20 to 39,0,0,0,0,0,0,0,0
